DateTime,Compressor A1 (kW),Compressor B1 (kW),Compressor C 1(kW),Compressor D1 (kW),Compressor A2 (kW),Compressor B2 (kW),Compressor C2 (kW),Compressor D2 (kW),Pressure (psig)
5/8/2022 20:58,167.3,277.6,383,414,170.6,284.1,424.7,402.2,82.242
5/8/2022 20:59,168.3,289.6,379.7,414.3,171.3,287.7,403.2,406.7,82.431
5/8/2022 21:00,164.4,284.3,381.9,417,167,280.4,402.9,406.5,82.179
5/8/2022 21:01,164.2,290.5,383.6,424.3,171.7,284.2,413.9,401.9,81.8
5/8/2022 21:02,170.1,291.3,378.1,420.5,165.7,286,405.8,401.2,81.674
5/8/2022 21:03,170.7,275.7,384.8,441.9,164.1,288.3,408.6,410.1,81.927
5/8/2022 21:04,165.5,283.6,394.1,413.8,163.6,282.9,408.6,411.8,81.485
5/8/2022 21:05,167.3,283.4,384.6,412.5,175.4,282.3,414.1,400.3,81.485
5/8/2022 21:06,166.5,295,383.1,420.1,161.9,285,408.9,400.4,81.674
5/8/2022 21:07,160.6,290.1,379.3,410.6,166.4,285.3,405.4,403.1,81.611
5/8/2022 21:08,163.6,285.6,383.1,411.8,160.2,286.3,399.6,403.1,81.674
5/8/2022 21:09,167,289.5,385.2,413.3,162,284.7,396.9,399.2,81.611
5/8/2022 21:10,162.9,295.8,386.5,435.7,162.5,274.4,405.6,400.7,81.737
5/8/2022 21:11,157.5,285.6,381.5,421.6,172.8,283.3,401.4,401.2,81.044
5/8/2022 21:12,157.5,284.5,399.6,407.6,167,287.4,404.7,399.5,80.917
5/8/2022 21:13,165.8,284,400.3,408,163.5,284.6,415.7,404.5,81.17
5/8/2022 21:14,153.5,283.6,399.1,411.7,169.4,289.9,401.3,417.7,80.791
5/8/2022 21:15,154.9,288.4,401.2,413.9,164.4,281.9,401,417.3,80.413
5/8/2022 21:16,160.2,286.5,392.3,412,165.2,285.1,390.7,414.9,79.908
5/8/2022 21:17,163.3,280.2,423.8,418,168,286.4,391.4,403.9,80.161
5/8/2022 21:18,159.1,286.7,408.7,412.1,166.8,288.6,397.6,399,80.35
5/8/2022 21:19,166,286.9,406.8,420.1,167.4,278.2,390.9,401.9,80.791
5/8/2022 21:20,159.1,277.9,435.2,419.3,157.4,273.5,417.8,405,79.278
5/8/2022 21:21,161.9,279.6,443.5,411.7,163.9,285,401.2,455.7,79.214
5/8/2022 21:22,155,283.6,430.3,413.3,166.5,280.3,409.2,398.2,78.962
5/8/2022 21:23,161.7,275.3,428.6,450.8,166.5,280.7,410.3,408.7,79.404
5/8/2022 21:24,157.8,285,446.5,411,169.9,295.5,424,401.5,79.656
5/8/2022 21:25,162.6,281.2,434.8,409.7,158.1,289,414.8,479.1,80.791
5/8/2022 21:26,157.6,289.3,412.1,423.6,165.1,289.3,406,393,81.548
5/8/2022 21:27,169.1,278.1,402.4,447.8,162.8,278.2,408.7,400.4,81.99
5/8/2022 21:28,153.9,284.8,392.3,415.3,168,290.8,412.7,413.9,82.242
5/8/2022 21:29,163.9,282.8,393.9,523,160.9,290.7,415,431.3,82.305
5/8/2022 21:30,152.7,278,376.8,418.1,171.1,287.2,430.8,403.8,82.116
5/8/2022 21:31,156.6,280.7,399.6,412.4,161.8,287,425.9,492.9,82.116
5/8/2022 21:32,162.8,287.5,384,412.3,169.4,280.9,420.6,415.9,81.99
5/8/2022 21:33,153.1,279.2,382.5,478.2,171.7,288.5,422.1,404.6,81.737
5/8/2022 21:34,154.8,290,374.7,414.4,164.6,290.9,426.3,406,81.674
5/8/2022 21:35,165.4,289.4,394.5,406.8,161.9,287.8,422.8,408.3,80.602
5/8/2022 21:36,159.9,289.6,407.2,410.9,166.1,278.9,419.7,406.6,80.224
5/8/2022 21:37,160.5,279.2,419.9,413.5,171.4,288.4,433.4,402.6,79.467
5/8/2022 21:38,168.6,290.5,445.7,411.6,166.8,291.1,440,399.9,79.467
5/8/2022 21:39,152.7,280.8,437.1,427.3,165.2,286.8,436.1,398,79.908
5/8/2022 21:40,152.3,283.5,439.7,425.3,165.7,287.6,456.9,399.2,80.287
5/8/2022 21:41,151.6,278.2,442.2,425.5,163.9,290.4,465.6,414.2,80.097
5/8/2022 21:42,164.9,281.4,431.2,414.5,170.6,284.3,449.6,409.8,80.35
5/8/2022 21:43,160.8,280.7,433.3,408.1,170.2,281.3,462.5,399.3,80.665
5/8/2022 21:44,153.6,283.8,435.8,408.4,170.6,286.3,451.6,401.3,80.728
5/8/2022 21:45,163.3,286,435.2,411.1,160.4,286.2,452.2,396.9,80.791
5/8/2022 21:46,157.9,285,433.7,410,161.7,281,430.4,399.8,81.107
5/8/2022 21:47,161.4,279.4,428,404.9,165.9,291.3,414.8,400.2,80.791
5/8/2022 21:48,158.7,284.8,429.2,411.2,162.4,296.2,420.4,432.7,80.413
5/8/2022 21:49,161.4,284.5,417.7,411.8,159.6,290.3,417.8,399.7,80.728
5/8/2022 21:50,154.7,290,423.6,420.3,158.9,284.6,414.6,407.7,80.539
5/8/2022 21:51,158.7,284.6,425.5,410.7,163.3,284.3,418.3,419.7,80.476
5/8/2022 21:52,158.4,285.6,423.7,415.1,169.1,278.1,418.4,421.4,80.35
5/8/2022 21:53,160.5,280.8,421.3,410.2,158,284.4,419.2,404.5,80.161
5/8/2022 21:53,156.2,289.6,421.1,411.4,160.1,287.4,422.5,397.9,80.097
5/8/2022 21:54,156.2,293.5,425,420.5,161.2,273.4,424.1,401,80.161
5/8/2022 21:55,160.9,276.8,441.4,411.1,166.2,280.8,438.4,397.5,79.53
5/8/2022 21:56,160.3,282,433,466,167.5,282.4,443.4,410,79.467
5/8/2022 21:57,156.1,285.3,428.2,412.4,163.8,275,447.4,400.4,79.719
5/8/2022 21:58,160,276.3,424.7,412.2,165.4,284.8,439.3,476,79.467
5/8/2022 21:59,157.7,284.2,431,423.4,165.1,287,439.4,400.7,79.656
5/8/2022 22:00,153.7,277,419.2,413.5,158.6,279.8,446.2,398.9,80.981
5/8/2022 22:01,158.5,286.6,412.2,444.6,164.1,283.5,432.3,400.1,81.044
5/8/2022 22:02,167.2,280.5,410.9,413.1,172.4,280.9,398.9,396.9,81.422
5/8/2022 22:03,152.6,295.8,414,457.5,163.1,285.5,405,400.9,81.485
5/8/2022 22:04,155.3,283.8,401.7,419.8,162.6,281.4,413.7,403.2,81.296
5/8/2022 22:05,156.4,284.3,400.7,417.2,173.3,285.9,406.9,403.5,81.485
5/8/2022 22:06,158.9,285.2,402.2,415.3,167.2,283.3,405.1,396.9,81.422
5/8/2022 22:07,156.6,287.7,399.9,415.3,158.6,267.7,408.6,410.4,81.99
5/8/2022 22:08,161,293.5,400.2,405,163.4,280,401.4,404.9,81.737
5/8/2022 22:09,162,295.1,402.7,411.8,167.1,287.7,410.7,401,81.99
5/8/2022 22:10,160.6,291.6,384.3,414.5,162.9,289.2,400.7,424.7,82.494
5/8/2022 22:11,163.2,296,391.9,447.8,174.1,288.3,401.5,403.2,82.873
5/8/2022 22:12,155.3,296.8,373.7,407.4,168.2,282.7,414.5,403.9,82.431
5/8/2022 22:13,158.5,285.4,395,415.3,171.2,286.1,420.7,395.9,82.494
5/8/2022 22:14,155.7,285.2,388.6,404.5,170.1,293,432.4,401.9,81.99
5/8/2022 22:15,161.6,278,389.5,425.3,171.2,297.9,420.3,391.6,81.233
5/8/2022 22:16,161.9,282.4,379.6,413.4,168.7,293.3,423,397.6,81.107
5/8/2022 22:17,161.5,276.2,389.6,418.6,169.6,281.9,418.6,464.7,81.485
5/8/2022 22:18,158.3,283.2,399.7,412.1,163.4,282.3,408.5,397.8,81.611
5/8/2022 22:19,158.7,280.9,409,422,171.3,277.7,402.1,403.4,81.611
5/8/2022 22:20,167.9,286.8,391,413.7,170.6,282.3,439.7,393.5,81.611
5/8/2022 22:21,165.6,289.4,387.9,420,172,279,427.8,391,81.864
5/8/2022 22:22,159,286.1,388.5,504.4,166.1,294.3,439.8,398.6,81.737
5/8/2022 22:23,156.8,279.7,394.1,414.4,168.9,270.3,429.7,390.8,81.548
5/8/2022 22:24,159.5,291.1,391.5,416.4,176.4,273.4,450.2,431.9,81.927
5/8/2022 22:25,162.7,282.7,398.8,423.4,158.9,284.4,417.2,397.2,81.8
5/8/2022 22:26,156.1,285,386.5,408.8,169.9,285.3,416.5,393.2,81.611
5/8/2022 22:27,159.1,282.3,389.8,418.2,169,288.3,410.9,389.8,81.99
5/8/2022 22:28,160.4,285.8,404.6,409.8,164.8,283.2,411,406.8,81.8
5/8/2022 22:29,156.7,284.1,394.2,421.6,175.8,283.6,397.1,402.4,81.864
5/8/2022 22:30,162.3,284.5,404.5,413.2,171.8,288.2,410.6,401.1,81.107
5/8/2022 22:31,154,289.2,386.7,411.2,173.3,289.1,400.9,410,81.107
5/8/2022 22:32,159.9,288.8,389.7,421.9,179.4,292.6,396.7,406.2,81.359
5/8/2022 22:33,164.4,288.3,392.1,419.3,175.7,276.4,404,410.9,81.611
5/8/2022 22:34,157.2,279.7,389.9,413.8,169.9,283.2,408.1,407.4,81.674
5/8/2022 22:35,157.2,284.2,387.6,419.3,179.6,281.5,407.5,406.9,82.116
5/8/2022 22:36,165.9,280.2,399.9,415.1,170.9,288.7,418.2,395.5,82.368
5/8/2022 22:37,160.6,283.6,378.3,423.9,165.4,285.1,429.1,399.9,82.494
5/8/2022 22:38,157.6,281.5,377.7,425.6,172.3,292.7,416.2,401.8,83.062
5/8/2022 22:39,164.1,294.2,365.3,415.3,168.4,279.2,411.6,396.2,82.053
5/8/2022 22:40,158.5,277.6,384,412.3,171.6,286.9,433.9,407.4,81.359
5/8/2022 22:41,165.4,273.9,398.1,421.6,167.3,285.3,433.7,399.6,81.044
5/8/2022 22:42,162.8,275.1,379.9,416.2,166.2,288.2,431.6,412.8,81.17
5/8/2022 22:43,156.8,278.1,402.8,417.1,173.3,282.9,440.7,410.6,81.296
5/8/2022 22:44,164.3,287.7,391.8,457.5,176.2,281.9,424.6,431.9,81.359
5/8/2022 22:45,163.1,289.6,384.2,434,171,286.3,427,403.9,81.485
5/8/2022 22:46,158.6,282.7,406.6,404.2,167.3,283.3,405.7,405.7,81.233
5/8/2022 22:47,161.5,277.3,378.2,409.5,168.6,293,400,399.3,80.728
5/8/2022 22:48,149.4,282.8,389.4,416.5,166.4,291.2,395.4,394.5,80.981
5/8/2022 22:49,154.3,283.2,402.7,413.6,171.3,288.3,389.8,402.1,80.917
5/8/2022 22:50,156,275.1,395.9,420.8,171.1,288.4,407.2,400.3,80.854
5/8/2022 22:51,158,289.6,384.7,421.5,162,286.7,399.1,400.5,81.296
5/8/2022 22:52,157.2,294,391.6,423.2,173.5,281.3,387.6,403.4,81.107
5/8/2022 22:52,157.9,290.9,395.5,417.5,173.5,287.3,394.2,394.9,81.422
5/8/2022 22:53,165.1,286.6,399.4,406.9,165.9,282.6,404.1,402.4,81.359
5/8/2022 22:54,165.1,294.9,392.8,409.2,169.3,273.4,399.9,406,82.179
5/8/2022 22:55,162.3,289.6,391.1,412.1,163.3,293.8,434.1,403.4,82.368
5/8/2022 22:56,153.5,285.4,385.5,409.1,165.4,282.1,436.9,413.7,82.305
5/8/2022 22:57,147.7,286.4,391.9,416.8,165.2,284.9,431.4,399.6,82.368
5/8/2022 22:58,156.9,278.1,398,421.8,169.7,285.7,438.4,402.4,82.494
5/8/2022 22:59,157.9,277.4,389.1,407.6,166.9,275.8,446,402.8,82.368
5/8/2022 23:00,162.8,278.5,376.7,410.1,169.3,281,411.5,411.1,82.368
5/8/2022 23:01,169.4,273.6,381,407.5,170.5,286.5,413.5,440.2,81.864
5/8/2022 23:02,152.8,278.9,372.9,451.4,167.9,280.1,401.3,404.7,81.864
5/8/2022 23:03,169.5,278.5,377,419.3,167.1,279.4,411.7,459.5,82.494
5/8/2022 23:04,167.2,292.2,377.3,415.6,170,278.9,399.4,405.6,82.62
5/8/2022 23:05,157.1,288.3,376,420.2,165.5,279.3,405.6,416.1,81.548
5/8/2022 23:06,159,284.1,413.7,415.1,163.2,279.3,399.3,417.9,80.224
5/8/2022 23:07,160.2,275.3,428.3,413.5,161.6,283.4,399.9,408.7,80.665
5/8/2022 23:08,153.6,284.2,420.5,410.2,172.5,280,404.5,394.4,80.539
5/8/2022 23:09,162.7,287.2,423.2,415.4,165.7,281.5,399.2,397.5,80.35
5/8/2022 23:10,167.2,284.5,413.9,409.5,164.3,278.7,396.6,402.5,80.476
5/8/2022 23:11,167.2,286.8,420.9,422.6,163.2,279.1,399.5,409.6,80.097
5/8/2022 23:12,158.5,280.5,417.3,427.2,166.4,281.9,387.8,403.4,80.097
5/8/2022 23:13,171.8,282.4,421,412.3,162.2,279.5,390.7,411.7,80.413
5/8/2022 23:14,170.1,290.4,420.9,412.1,166.6,287.9,408.1,418.3,80.602
5/8/2022 23:15,160.2,279.5,438.9,415.8,165.2,282.4,397.1,403.6,80.602
5/8/2022 23:16,151.6,283.6,425.9,409.5,167.9,278.3,390.3,408.1,80.728
5/8/2022 23:17,163.1,289.9,420.4,414.5,156.8,277.7,394.9,408.8,81.044
5/8/2022 23:18,162.3,285.8,410.5,480.4,166.2,277.5,386,397.2,81.044
5/8/2022 23:19,154.2,292.9,430.4,413.8,169.5,278.2,395.9,405.4,80.665
5/8/2022 23:20,162.3,280.8,422.9,425.6,163.2,278.8,397.9,403.2,80.981
5/8/2022 23:21,158.7,289,426.6,432.9,162.9,280.6,387.4,403.1,80.791
5/8/2022 23:22,168.7,290,419.8,486.2,168.8,289.7,394.1,401.4,81.107
5/8/2022 23:23,157,293.7,438.7,411.8,167.5,281.4,383.8,405.2,80.791
5/8/2022 23:24,163.2,284,416.7,408.6,161.2,287.5,375.3,409.3,80.665
5/8/2022 23:25,159,285.1,428.1,415.7,163.4,285.5,384.5,394,80.35
5/8/2022 23:26,159.9,278.1,417.7,405.7,167.5,285.8,394.7,406.8,79.845
5/8/2022 23:27,164.6,282.6,421.3,415,164.6,276.3,387.8,398.6,79.908
5/8/2022 23:28,163.8,285.5,421.9,423.3,163.4,282.4,388.2,400,79.971
5/8/2022 23:29,162.4,290.2,428.7,407.3,162.8,281.8,390.5,393.6,80.413
5/8/2022 23:30,166,295.8,422.9,426.2,165.7,274.1,382.2,394.7,80.539
5/8/2022 23:31,158.3,282.9,426.4,420.3,163.7,287,393,398,80.791
5/8/2022 23:32,165.8,294.2,420.6,418.8,165,270.3,389.3,396.1,80.413
5/8/2022 23:33,166,284.5,419.5,426.3,161.3,283.9,382.4,397.6,80.413
5/8/2022 23:34,166.9,281,425.4,432.4,162.7,279.5,389.6,403.4,80.854
5/8/2022 23:35,161.1,286,417.4,423.4,159.8,279.3,384.3,402.1,81.674
5/8/2022 23:36,168.8,291.2,401.3,400.1,162.4,274.1,390,399.2,81.485
5/8/2022 23:37,162.3,284.7,406.4,400.1,159.1,277.7,399.2,407.7,81.737
5/8/2022 23:38,159.4,287.3,390.6,413.3,161.3,267.8,386.2,442.6,82.368
5/8/2022 23:39,163.5,283.7,388.9,479,166.4,278.6,383.1,423.6,83.125
5/8/2022 23:40,167.9,287.4,388.2,413.1,165.6,279.7,387.1,402.1,82.368
5/8/2022 23:41,166.2,284.2,370.6,427.2,162,276.1,398.2,399.2,81.8
5/8/2022 23:42,164.3,287.3,387,409,161,274.5,401.7,396.5,82.179
5/8/2022 23:43,167,280.7,380.7,417.4,170.6,274.7,388,402.1,82.368
5/8/2022 23:44,167,280.2,382.4,412.9,159.9,282.1,397.8,400.9,81.107
5/8/2022 23:45,168.9,283.2,396.6,415.1,155.8,283.8,404.4,398.3,80.728
5/8/2022 23:46,161.4,284.9,392.4,413.3,165.5,282.9,408.9,407.9,81.107
5/8/2022 23:47,161.3,281.8,393.9,416.1,163.8,280,407.5,404.3,81.485
5/8/2022 23:48,163.4,295.6,393.6,415,165.1,280.4,412,389.8,81.296
5/8/2022 23:49,166.3,282.8,398.8,415.5,165,281.4,421.1,434.7,81.611
5/8/2022 23:50,165.9,285.3,407.9,413.1,170,281.7,419.3,424.5,81.548
5/8/2022 23:51,171.4,288.3,396.5,420.9,156.3,281.5,418.3,401,81.485
5/8/2022 23:51,162.5,286.5,393.5,414.4,166.3,286.4,418.9,396.7,81.422
5/8/2022 23:52,171.4,292,402.1,417.1,158.7,282,419.2,401.2,81.422
5/8/2022 23:53,158.3,299.4,392.3,438.8,169.1,279.1,424.8,412.9,81.611
5/8/2022 23:54,159.9,293.1,391.7,421.6,156.2,274.6,420.9,415.6,81.485
5/8/2022 23:55,162.3,281.9,398.4,408.8,167.7,283.5,427.6,398,81.485
5/8/2022 23:56,163.2,286.9,382.6,415.7,169.1,280.6,459.8,387.6,81.107
5/8/2022 23:57,157.8,292.8,426.7,416.1,169.7,286.6,448.5,452.4,80.034
5/8/2022 23:58,158.7,291.3,417.7,419.3,170.2,288.1,448.1,405.7,80.287
5/8/2022 23:59,157.8,286.3,421.7,417.4,159.6,286.4,434.8,390.3,80.224
5/9/2022 0:00,165.6,283.2,421.7,414.7,160.8,281,429.6,400.8,80.35
5/9/2022 0:01,165.6,279.3,418.7,411.7,161.1,276.3,430.1,398.2,80.476
5/9/2022 0:02,161.6,290.3,420.9,405.3,163.5,276,412,402.5,80.35
5/9/2022 0:03,163.9,286,415.7,412.9,163.2,278.5,382.2,400.8,80.097
5/9/2022 0:04,166.2,291.6,418.5,423.7,164,273.2,379.6,401.1,80.097
5/9/2022 0:05,168.8,281.5,427.4,424.5,158.6,279.4,387.9,391.5,80.35
5/9/2022 0:06,164.4,284.9,424.6,422.3,162.9,275.9,396.3,397.1,80.602
5/9/2022 0:07,165.5,283,427,433,160,282.4,389.8,394.5,80.35
5/9/2022 0:08,161.8,280,425.7,433.6,157.5,276,396.1,400.6,80.981
5/9/2022 0:09,165.5,284.5,420.2,433.6,160.4,272.6,391,407.6,81.359
5/9/2022 0:10,163.8,285.7,422.1,451.1,169.9,278.6,407.6,386.5,81.233
5/9/2022 0:11,164.5,290.1,409.6,493.4,160,281.5,438.4,394.5,81.864
5/9/2022 0:12,162.7,290.6,409.5,428.6,159.8,281.6,425.5,396,81.296
5/9/2022 0:13,160.8,289.4,416,447.8,161,283.6,430.8,408.1,80.917
5/9/2022 0:14,160.4,293.4,412.6,428.5,157.6,274.7,443,415.8,80.791
5/9/2022 0:15,172.8,281.7,429.1,424.8,172,279.5,414.8,401.1,79.278
5/9/2022 0:16,166.6,282.4,444.6,446.8,160.4,273.8,414,398.8,79.53
5/9/2022 0:17,165.8,283.8,436.3,453.9,166.1,282.3,390.8,408.6,79.656
5/9/2022 0:18,164.4,282.3,436.1,441.2,158.5,282.8,373.1,406.1,79.53
5/9/2022 0:19,163.5,286.4,432.6,429.2,158.7,267.6,372.9,400.5,79.341
5/9/2022 0:20,168,282.2,435.4,439,165.7,286.1,376.4,395.1,79.467
5/9/2022 0:21,162.7,284.1,452.8,445,162.5,281.7,374.1,393.1,79.025
5/9/2022 0:22,164.2,287.1,438.4,423,158.5,283.4,376.5,405.9,79.593
5/9/2022 0:23,163.7,282.3,439.8,418.2,158.1,273.5,390.4,411.3,79.656
5/9/2022 0:24,163.6,283.7,446,436.1,166.1,278,384.2,403.3,79.782
5/9/2022 0:25,167.7,276.4,437.9,419.3,168.2,278.4,375.3,405.1,80.097
5/9/2022 0:26,151.5,286.4,441.4,403.2,154,274.6,385,404.7,80.35
5/9/2022 0:27,159.5,290.5,428.8,406.6,157.3,278.5,386.2,396.4,80.539
5/9/2022 0:28,158.3,290.4,439.5,401.7,164,288.4,391.1,395,80.854
5/9/2022 0:29,156,289.6,431.5,398.2,165.4,282.4,390,413.9,79.908
5/9/2022 0:30,161.9,295.2,426.3,395.5,162.8,281.9,387.8,411.9,79.214
5/9/2022 0:31,153.2,272.2,434.9,389.7,165.1,284.4,388.2,398,79.278
5/9/2022 0:32,162.5,280.3,440.9,430.4,164.1,280.6,389.9,402.3,79.467
5/9/2022 0:33,158.4,289.3,448.7,438.2,165,286.6,389.7,414.6,80.476
5/9/2022 0:34,163.9,297.4,429.9,393.7,161.3,289.6,394.7,400,80.539
5/9/2022 0:35,155.8,280.7,436.7,503.6,162.4,270.8,392.3,399.6,79.845
5/9/2022 0:36,160.3,282.2,445,396.4,165.7,277.3,395.9,395.4,79.404
5/9/2022 0:37,156.1,284.6,418.3,391.7,163.8,282.2,395.2,403.1,79.593
5/9/2022 0:38,163.1,287.4,443.6,402,159.9,279.5,397.2,396.5,78.521
5/9/2022 0:39,160.3,285.5,434.7,393.1,161.8,289.8,400.7,396.9,79.088
5/9/2022 0:40,158.3,294.2,441.8,400.9,169.7,277.9,401,392.6,79.278
5/9/2022 0:41,154.3,277.6,455.8,393,162.2,280,402,393.9,79.151
5/9/2022 0:42,162,281.4,457.6,413.3,160.4,272.3,382,393.8,79.278
5/9/2022 0:43,150.5,287.4,442.2,409.9,159.1,271.1,373.8,389.4,79.593
5/9/2022 0:44,159.5,287.2,444.4,444.7,159.3,281.9,372.2,392.9,79.53
5/9/2022 0:45,153.6,280.7,442,422,165.6,277.1,378.9,395.4,79.025
5/9/2022 0:46,157,281.8,455.8,405.7,156.7,280.9,373.5,399.6,79.278
5/9/2022 0:47,159.5,287.8,451.7,415.1,166.4,282,362.7,400.1,79.593
5/9/2022 0:48,159.1,286.6,435.8,417,164.1,280.7,370.9,439.6,79.404
5/9/2022 0:49,163.7,294.3,443.1,418.7,162.5,282.3,372.9,421.5,79.845
5/9/2022 0:50,157.3,284.5,423.5,425.7,163.9,281.5,382.1,399.9,81.17
5/9/2022 0:50,154.6,278.1,412.3,421.3,168.8,279.5,387.9,397.3,81.422
5/9/2022 0:51,162.6,278.4,406.3,428.5,160.1,285.4,385.2,397.2,80.35
5/9/2022 0:52,153.3,281.3,432.1,424.5,167.7,277.9,383.5,406.2,79.025
5/9/2022 0:53,165,290.6,429,418.6,155.7,284.9,386.2,406.2,79.088
5/9/2022 0:54,161.2,282.9,441.2,414,159.9,287.2,392.6,395.4,78.836
5/9/2022 0:55,165.2,284.5,443.7,473.3,165.3,293.1,391.2,397.3,79.151
5/9/2022 0:56,158.8,287.1,443.6,423.5,156.4,290.5,387.1,395.8,79.088
5/9/2022 0:57,158.9,278.5,442.5,427.8,164.4,281,381.1,394.1,79.656
5/9/2022 0:58,154.2,285.4,427,420.9,161.2,284.1,382.7,403.1,80.476
5/9/2022 0:59,156.7,285.6,450.4,420.9,162,285.7,382,395.8,80.35
5/9/2022 1:00,154.2,292.1,425.1,424.8,162.4,278.5,394.3,400.4,79.782
5/9/2022 1:01,157,281.7,429.9,433,163.6,275.7,385.8,396.8,79.908
5/9/2022 1:02,157.5,287.2,431.4,428.1,161.2,282.7,379,392.9,80.161
5/9/2022 1:03,158.1,290.4,426.9,432.9,160.9,283.2,388.7,387,80.224
5/9/2022 1:04,161.5,305.3,434.6,428.9,170.2,281.7,389,404.2,80.161
5/9/2022 1:05,156.4,284.3,440.5,435.2,168.1,287.3,385,422.8,80.35
5/9/2022 1:06,166.4,283,438.3,427.2,161.7,286.2,402.9,403.8,80.665
5/9/2022 1:07,160.9,278.8,421.3,439.8,167.7,288.4,392.7,402.8,80.224
5/9/2022 1:08,156.2,282.6,420.8,429.6,168.3,278.7,398.6,449.8,79.467
5/9/2022 1:09,155.2,287.8,426.3,428.1,160.1,280.4,402.8,406.8,79.151
5/9/2022 1:10,165.5,282.1,428.2,438.8,166.2,277.8,438.8,400.2,79.214
5/9/2022 1:11,164.5,285.6,435.1,434.7,171.9,274.1,429,405.8,79.719
5/9/2022 1:12,158.8,279.6,432.2,427.7,166.1,278.4,435.2,463.6,80.224
5/9/2022 1:13,157.2,281.6,426.7,421.4,168,274,428.2,419.1,80.791
5/9/2022 1:14,167.7,285.5,409.3,464.8,169.9,272,413.1,401.1,81.296
5/9/2022 1:15,157.2,287.9,402.6,433.2,166.6,280.9,383.3,414.2,81.17
5/9/2022 1:16,160,282,411.2,430.4,164.4,283.7,390.2,413.4,80.728
5/9/2022 1:17,166.2,281.7,407.5,435.8,167,294.5,391,420.2,80.224
5/9/2022 1:18,162,281.9,421.1,456.1,161,281,387.9,433.9,80.161
5/9/2022 1:19,162.5,286.5,427.6,437.7,167.3,278.7,396.5,409.1,79.467
5/9/2022 1:20,164.4,285.8,439.3,479.7,165.8,278.6,402.4,408.7,79.656
5/9/2022 1:21,165.3,286.8,424.5,431.5,165.3,284.4,422.6,405.7,79.971
5/9/2022 1:22,160.4,281.7,418.6,430.6,173.5,284.6,403.8,411.2,81.296
5/9/2022 1:23,158.1,288.8,389.1,426,168.8,280.4,402,414.6,82.179
5/9/2022 1:24,161.5,283,392.5,434.9,161.9,282.3,433.6,401.7,81.864
5/9/2022 1:25,162.7,279,390.3,430.5,168.3,273.7,438.5,411.4,81.611
5/9/2022 1:26,163.2,286.5,391.2,419.2,168.7,282.9,436.8,413.6,81.611
5/9/2022 1:27,170,274.3,396.3,418.4,170.5,275.1,419.9,427.1,81.674
5/9/2022 1:28,162,281.8,393.5,432.9,170.9,271.6,420.1,424.5,81.99
5/9/2022 1:29,161.9,286.8,399.2,427.1,169.9,277.6,417,433.3,81.927
5/9/2022 1:30,163.7,293.3,393.6,445.6,174.5,269.5,387.3,425.3,82.242
5/9/2022 1:31,158.7,283.8,387,452.4,169.9,278.4,382.2,432.5,82.053
5/9/2022 1:32,161.6,290.3,397.3,437.8,172.7,279,388.9,433.2,81.927
5/9/2022 1:33,160.8,281.7,383.5,435.3,172.8,274.6,383.9,431.6,82.053
5/9/2022 1:34,165.6,282.1,369.4,432.1,168.9,284.6,385.7,421.3,83.062
5/9/2022 1:35,169.4,278.9,364.8,425.2,169.4,284.5,385.5,417.2,82.999
5/9/2022 1:36,166.1,283.9,368.2,422.8,165,281.9,379.1,416.5,82.936
5/9/2022 1:37,156.3,287.7,367.7,435.3,162.9,286.6,377.3,414.3,82.242
5/9/2022 1:38,165.6,290.6,374,471,166.7,285,387.1,412.2,81.674
5/9/2022 1:39,157.1,284.2,376.3,424.6,158.4,286.4,381.7,417.6,81.485
5/9/2022 1:40,164.1,289.6,364.3,430.6,158.5,282.2,388,408.9,81.485
5/9/2022 1:41,167.4,291.4,384.6,423,159.8,282.5,377.9,410.8,81.611
5/9/2022 1:42,164.5,290.4,390.2,420.8,168.2,285.5,380.1,413.2,81.611
5/9/2022 1:43,168.4,279.5,384.6,426.6,161.6,281.7,375.1,413.1,81.611
5/9/2022 1:44,158.3,275.8,380.3,423.7,165.4,280.7,371.6,414.9,81.359
5/9/2022 1:45,169.1,277.2,381.4,422.1,160.4,281.4,360.2,406.6,81.233
5/9/2022 1:46,166.4,278.2,375.6,426.6,159.1,277.1,357.6,416.4,81.233
5/9/2022 1:47,165.7,279.1,383.2,433.7,159.7,279.5,376.2,413.1,81.611
5/9/2022 1:48,157.6,289.8,390.9,438.6,164.3,273.7,368.1,415.9,81.548
5/9/2022 1:49,162,283.5,387,430.8,163.1,280.9,371.2,414,81.611
5/9/2022 1:49,165.7,288.6,382,453.5,167.9,288.9,386.5,419.3,81.233
5/9/2022 1:50,167.7,297.2,375.8,434.1,156,277.8,382.9,399.2,81.737
5/9/2022 1:51,161.1,286.1,383.9,472.9,165.1,277.9,359.6,416.1,82.747
5/9/2022 1:52,164,281.2,371.8,437.5,166.2,274.5,378.1,410,82.999
5/9/2022 1:53,167.3,280.7,377.8,412.3,164.5,283.7,371.1,409.9,82.81
5/9/2022 1:54,159.9,288.2,373.8,426,175.7,282.3,369.2,409.2,82.683
5/9/2022 1:55,164.1,284.2,371.2,422.1,166,281,366.1,408.5,82.431
5/9/2022 1:56,156.1,286.3,377.4,417.1,166.1,283.3,365.7,407.6,82.873
5/9/2022 1:57,157.4,285.8,380.5,432.9,164.5,276.2,373.6,404.1,82.81
